1328879941,Kansas,Goddard Public Schools,2021,11,Banned Pending Investigation,Administrator
1328879941,Michigan,Gladwin Community Schools,2022,05,Banned Pending Investigation,Administrator
1328879941,Michigan,Rochester Community Schools District,2022,04,Banned Pending Investigation,Administrator
1328879941,Texas,Fredericksburg Independent School District,2022,03,Banned Pending Investigation,Administrator
1328879941,Texas,Klein Independent School District,2021,11,Banned Pending Investigation,Administrator
1328879941,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
038553924X,Kansas,Goddard Public Schools,2021,11,Banned Pending Investigation,Administrator
038553924X,Oregon,Medford School District 549C,2022,04,Banned in Libraries,Formal Challenge
038553924X,Texas,Leander Independent School District,2021,09,Banned in Classrooms,Administrator
038553924X,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
9780385543798,Kansas,Goddard Public Schools,2021,11,Banned Pending Investigation,Administrator
9780385543798,Texas,Fredericksburg Independent School District,2022,03,Banned Pending Investigation,Administrator
9781338619706,Pennsylvania,Central York School District,2021,08,Banned in Classrooms,Administrator
1250077737,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
1547603887,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
1547603887,Texas,Granbury Independent School District,2022,01,Banned Pending Investigation,Administrator
1547603887,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
316209171,Pennsylvania,Central York School District,2021,08,Banned in Classrooms,Administrator
618871713,Kansas,Goddard Public Schools,2021,11,Banned Pending Investigation,Administrator
618871713,Michigan,Rochester Community Schools District,2022,04,Banned Pending Investigation,Administrator
618871713,Missouri,Nixa Public Schools,2022,05,Banned in Libraries and Classrooms,Formal Challenge
618871713,Missouri,North Kansas City Schools,2021,10,Banned Pending Investigation,Formal Challenge
618871713,Missouri,Wentzville School District,2021,10,Banned Pending Investigation,Formal Challenge
618871713,Rhode Island,Pawtucket School Department,2021,12,Banned in Libraries and Classrooms,Administrator
618871713,South Dakota,Rapid City Area Schools,2022,04,Banned in Libraries and Classrooms,Administrator
618871713,Texas,Birdville Independent School District,2021,10,Banned Pending Investigation,Formal Challenge
618871713,Texas,Clear Creek Independent School District,2022,05,Banned in Libraries and Classrooms,Administrator
399546448,Florida,Duval County Public Schools,2022,01,Banned Pending Investigation,Administrator
399546448,Pennsylvania,Central York School District,2021,08,Banned in Classrooms,Administrator
1551432153,Texas,Granbury Independent School District,2022,01,Banned Pending Investigation,Administrator
1551432153,Texas,North East Independent School District,2021,12,Banned in Libraries,Administrator
689875347,Texas,Granbury Independent School District,2022,01,Banned Pending Investigation,Administrator
689875347,Texas,North East Independent School District,2021,12,Banned in Libraries,Administrator
62330624,Indiana,Middlebury Community Schools,2021,12,Banned in Libraries,Administrator
62330624,Tennessee,Hamilton County Schools,2021,10,Banned Pending Investigation,Administrator
1481477676,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
1526360683,Kansas,Goddard Public Schools,2021,11,Banned Pending Investigation,Administrator
1526360683,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
1526360683,Texas,Frisco Independent School District,2022,02,Banned in Libraries and Classrooms,Administrator
1526360683,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
761356878,Texas,Granbury Independent School District,2022,01,Banned Pending Investigation,Administrator
761356878,Texas,Klein Independent School District,2021,11,Banned Pending Investigation,Administrator
761356878,Texas,North East Independent School District,2021,12,Banned in Libraries,Administrator
080753028X,Florida,Duval County Public Schools,2022,01,Banned Pending Investigation,Administrator
399257187,Texas,Granbury Independent School District,2022,01,Banned Pending Investigation,Administrator
399257187,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
399257187,Wisconsin,School District of Cadott Community,2022,03,Banned in Libraries and Classrooms,Formal Challenge
374309264,Florida,Indian River County School District,2021,11,Banned Pending Investigation,Administrator
1328778231,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
1328778231,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
054481519X,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
316515469,Florida,Duval County Public Schools,2022,01,Banned Pending Investigation,Administrator
316515469,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
9780316515535,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
9780606016964,Florida,Brevard Public Schools,2022,03,Banned Pending Investigation,Administrator
9780606016964,Florida,Indian River County School District,2021,11,Banned in Libraries,Administrator
9780606016964,Florida,Jackson County School District,2022,04,Banned in Libraries and Classrooms,Administrator
9780606016964,Florida,Walton County School District,2022,04,Banned Pending Investigation,Administrator
440486599,Texas,Fredericksburg Independent School District,2022,03,Banned Pending Investigation,Administrator
1626721653,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
1534430652,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
1549168282,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
62691384,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
545057523,Texas,Granbury Independent School District,2022,01,Banned Pending Investigation,Administrator
545057523,Texas,North East Independent School District,2021,12,Banned in Libraries,Administrator
9781250309853,Florida,Indian River County School District,2021,11,Banned in Libraries,Administrator
9781250309853,Kansas,Goddard Public Schools,2021,11,Banned Pending Investigation,Administrator
9781250309853,Missouri,Nixa Public Schools,2022,02,Banned in Libraries,Formal Challenge
374313970,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
1787752151,Vermont,Canaan Schools,2022,03,Banned Pending Investigation,Formal Challenge
62820257,Texas,Granbury Independent School District,2022,01,Banned Pending Investigation,Administrator
62820257,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
1338129309,Texas,North East Independent School District,2021,12,Banned in Libraries,Administrator
1338129333,Florida,Indian River County School District,2021,11,Banned in Libraries and Classrooms,Administrator
62820249,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
62820249,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
076369164X,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
076369164X,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
698116321,Florida,Indian River County School District,2021,11,Banned Pending Investigation,Administrator
61154989,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
689832036,Texas,Fredericksburg Independent School District,2022,03,Banned Pending Investigation,Administrator
803741499,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
803741499,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
140277447,Florida,Indian River County School District,2021,11,Banned Pending Investigation,Administrator
9781606863084,Florida,Brevard Public Schools,2022,05,Banned Pending Investigation,Administrator
9781606863084,Florida,Indian River County School District,2021,11,Banned Pending Investigation,Administrator
9781606863084,Idaho,Nampa School District,2022,05,Banned in Libraries and Classrooms,Administrator
9781606863084,Kansas,Goddard Public Schools,2021,11,Banned Pending Investigation,Administrator
9781606863084,Missouri,Nixa Public Schools,2022,02,Banned in Libraries,Formal Challenge
9781606863084,South Dakota,Rapid City Area Schools,2022,04,Banned in Libraries and Classrooms,Administrator
9781606863084,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
9781606863084,Texas,Fredericksburg Independent School District,2022,03,Banned in Libraries and Classrooms,Administrator
160060451X,Texas,Katy Independent School District,2022,01,Banned in Libraries,Administrator
679734775,Michigan,Gladwin Community Schools,2022,05,Banned Pending Investigation,Administrator
1471162141,Texas,Granbury Independent School District,2022,01,Banned Pending Investigation,Administrator
1471162141,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
374324727,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
374380066,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
1492638099,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
823420477,Florida,Duval County Public Schools,2022,01,Banned Pending Investigation,Administrator
9781922253385,Pennsylvania,Central York School District,2021,08,Banned in Classrooms,Administrator
9781922253385,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
763666947,Florida,Indian River County School District,2021,11,Banned in Libraries and Classrooms,Administrator
316349003,Florida,Indian River County School District,2021,11,Banned in Libraries and Classrooms,Administrator
316349003,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
316349003,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
735213461,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
006279678X,Texas,North East Independent School District,2021,12,Banned in Libraries,Administrator
1619307561,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
1619307561,Texas,Prosper Independent School District,2022,03,Banned in Libraries and Classrooms,Administrator
763618519,Pennsylvania,Central York School District,2021,08,Banned in Classrooms,Administrator
006221635X,Texas,Granbury Independent School District,2022,01,Banned Pending Investigation,Administrator
006221635X,Texas,North East Independent School District,2021,12,Banned in Libraries,Administrator
1534477853,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
62885502,Texas,Granbury Independent School District,2022,01,Banned Pending Investigation,Administrator
62885502,Texas,Katy Independent School District,2021,09,Banned in Libraries,Administrator
62885502,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
1250756146,Florida,Palm Beach County School District,2022,04,Banned in Libraries and Classrooms,Administrator
1250756146,Michigan,Rochester Community Schools District,2022,04,Banned Pending Investigation,Administrator
1250756146,Oklahoma,Bixby Public Schools,2022,06,Banned in Libraries and Classrooms,Administrator
1250756146,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
1250756146,Texas,Clear Creek Independent School District,2022,02,Banned in Libraries,Administrator
1250756146,Texas,Katy Independent School District,2022,01,Banned Pending Investigation,Administrator
1250756146,Texas,Keller Independent School District,2021,11,Banned in Libraries and Classrooms,Formal Challenge
1250756146,Texas,Klein Independent School District,2022,05,Banned in Libraries and Classrooms,Administrator
1250756146,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
1250756146,Wisconsin,School District of Waukesha,2021,12,Banned in Libraries and Classrooms,Administrator
9780141389165,Texas,Granbury Independent School District,2022,01,Banned Pending Investigation,Administrator
9780141389165,Texas,North East Independent School District,2021,12,Banned in Libraries,Administrator
1471403955,Florida,Brevard Public Schools,2022,03,Banned Pending Investigation,Administrator
1471403955,Florida,Walton County School District,2022,04,Banned Pending Investigation,Administrator
1471403955,Idaho,West Ada School District,2022,02,Banned in Libraries and Classrooms,Formal Challenge
1471403955,Kansas,Goddard Public Schools,2021,11,Banned Pending Investigation,Administrator
1471403955,Missouri,Lindbergh Schools,2021,10,Banned in Libraries,Formal Challenge
1471403955,Tennessee,Collierville Schools,2022,02,Banned in Libraries and Classrooms,Administrator
1471403955,Texas,Cypress-Fairbanks Independent School District,2022,04,Banned in Libraries and Classrooms,Administrator
1471403955,Texas,Granbury Independent School District,2022,01,Banned in Libraries,Administrator
1471403955,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
1471403955,Wisconsin,Elmbrook Schools,2021,07,Banned in Libraries and Classrooms,Administrator
1471403955,Wisconsin,School District of Waukesha,2021,12,Banned in Libraries and Classrooms,Administrator
593179765,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
735229864,Florida,Duval County Public Schools,2022,01,Banned Pending Investigation,Administrator
735229864,Pennsylvania,Central York School District,2021,08,Banned in Classrooms,Administrator
125010713X,Texas,Granbury Independent School District,2022,01,Banned Pending Investigation,Administrator
125010713X,Texas,North East Independent School District,2021,12,Banned in Libraries,Administrator
1442495006,Florida,Indian River County School District,2021,11,Banned in Libraries and Classrooms,Administrator
1442495006,Kansas,Goddard Public Schools,2021,11,Banned Pending Investigation,Administrator
1442495006,Tennessee,Hamilton County Schools,2021,10,Banned Pending Investigation,Administrator
1442495006,Texas,Clear Creek Independent School District,2022,04,Banned in Libraries,Formal Challenge
689851340,North Carolina,Pitt County Schools,2021,11,Banned in Classrooms,Administrator
689818513,North Carolina,Pitt County Schools,2021,11,Banned in Classrooms,Administrator
525516263,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
544612310,Florida,Duval County Public Schools,2022,01,Banned Pending Investigation,Administrator
9780812425826,Florida,Indian River County School District,2021,11,Banned Pending Investigation,Administrator
9780812425826,Florida,Jackson County School District,2022,04,Banned in Libraries and Classrooms,Administrator
9780812425826,Florida,Lee County Schools,2022,03,Banned Pending Investigation,Administrator
9780812425826,Florida,St. Lucie Public Schools,2021,12,Banned in Libraries,Formal Challenge
9780812425826,Florida,Walton County School District,2022,04,Banned Pending Investigation,Administrator
1565126807,Kansas,Goddard Public Schools,2021,11,Banned Pending Investigation,Administrator
1984831976,Pennsylvania,Central York School District,2021,08,Banned in Classrooms,Administrator
670011835,Texas,Granbury Independent School District,2022,01,Banned Pending Investigation,Administrator
670011835,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
544102290,Florida,Duval County Public Schools,2022,01,Banned Pending Investigation,Administrator
544102290,Pennsylvania,Central York School District,2021,08,Banned in Classrooms,Administrator
395985277,Pennsylvania,Central York School District,2021,08,Banned in Classrooms,Administrator
1508183422,Texas,Klein Independent School District,2021,12,Banned Pending Investigation,Administrator
1616202629,Florida,Orange County Public Schools,2021,10,Banned in Libraries,Formal Challenge
1616202629,Iowa,Waukee Community School District,2021,10,Banned Pending Investigation,Administrator
1616202629,Kansas,Goddard Public Schools,2021,11,Banned Pending Investigation,Administrator
1616202629,Michigan,Novi Community School District,2022,01,Banned in Libraries,Formal Challenge
1616202629,Minnesota,Wayzata Public Schools,2022,01,Banned Pending Investigation,Administrator
1616202629,Missouri,Wentzville School District,2021,10,Banned Pending Investigation,Formal Challenge
1616202629,New York,Yorktown Central School District,2022,01,Banned Pending Investigation,Formal Challenge
1616202629,Ohio,Hudson City Schools,2021,09,Banned Pending Investigation,Administrator
1616202629,Pennsylvania,North Penn School District,2021,09,Banned in Libraries,Administrator
1616202629,Texas,Katy Independent School District,2022,02,Banned in Libraries and Classrooms,Administrator
1616202629,Texas,Lamar Consolidated Independent School District,2021,12,Banned Pending Investigation,Administrator
1616202629,Texas,North East Independent School District,2021,12,Banned in Libraries,Administrator
1616202629,Texas,Prosper Independent School District,2022,01,Banned in Libraries and Classrooms,Administrator
1616202629,Texas,Tyler Independent School District,2021,11,Banned in Libraries and Classrooms,Administrator
1616202629,Utah,Canyons School District,2021,10,Banned Pending Investigation,Administrator
1616202629,Virginia,Fairfax County Public Schools,2021,09,Banned Pending Investigation,Formal Challenge
1616202629,Virginia,Virginia Beach City Public Schools,2021,10,Banned Pending Investigation,Administrator
1616202513,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
9781481475464,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
9781481475464,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
1984815407,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
307588378,Florida,Indian River County School District,2021,11,Banned in Libraries and Classrooms,Administrator
618711651,Florida,Indian River County School District,2021,11,Banned in Libraries,Administrator
618711651,Florida,Lee County Schools,2022,05,Banned in Libraries,Administrator
618711651,Florida,Polk County Public Schools,2022,01,Banned in Libraries,Administrator
618711651,Florida,St. Lucie Public Schools,2022,01,Banned in Libraries,Formal Challenge
618711651,Florida,Walton County School District,2022,04,Banned Pending Investigation,Administrator
618711651,Idaho,Nampa School District,2022,05,Banned in Libraries and Classrooms,Administrator
618711651,Michigan,Gladwin Community Schools,2022,05,Banned Pending Investigation,Administrator
989515591,Florida,Indian River County School District,2021,11,Banned in Libraries and Classrooms,Administrator
9783103972535,Texas,Katy Independent School District,2022,01,Banned in Libraries,Administrator
451471474,Oklahoma,Bristow Public Schools,2021,10,Banned Pending Investigation,Administrator
1481431625,Florida,Indian River County School District,2021,11,Banned in Libraries and Classrooms,Administrator
142300837,North Carolina,Moore County Schools,2022,04,Banned in Libraries and Classrooms,Administrator
9781534307506,Tennessee,Collierville Schools,2022,02,Banned in Libraries and Classrooms,Administrator
1620109557,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
1536217018,Florida,Indian River County School District,2021,11,Banned in Libraries and Classrooms,Administrator
1536217018,Mississippi,Madison County Schools,2022,04,Banned in Libraries,Administrator
765317826,Florida,Indian River County School District,2021,11,Banned Pending Investigation,Administrator
1620105861,Florida,Indian River County School District,2021,11,Banned in Libraries and Classrooms,Administrator
1620105861,Tennessee,Collierville Schools,2022,02,Banned in Libraries and Classrooms,Administrator
073526449X,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
9780606299923,Florida,Lee County Schools,2022,03,Banned in Libraries and Classrooms,Administrator
9780606299923,Florida,Walton County School District,2022,04,Banned Pending Investigation,Administrator
1984829955,Texas,Killeen Independent School District,2022,04,Banned in Libraries and Classrooms,Administrator
62362593,Florida,Indian River County School District,2021,11,Banned in Libraries and Classrooms,Administrator
670010820,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
670010820,Texas,North East Independent School District,2021,12,Banned in Libraries,Administrator
670011282,Texas,North East Independent School District,2021,12,Banned in Libraries,Administrator
553536745,Kansas,Goddard Public Schools,2021,11,Banned Pending Investigation,Administrator
553536745,Pennsylvania,Central York School District,2021,08,Banned in Classrooms,Administrator
553536745,Texas,Fredericksburg Independent School District,2022,03,Banned Pending Investigation,Administrator
553536745,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
385474202,Florida,Indian River County School District,2021,11,Banned Pending Investigation,Administrator
140283331,Oklahoma,Bristow Public Schools,2021,10,Banned in Libraries,Administrator
9780316436717,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
1433829835,Florida,Walton County School District,2022,04,Banned Pending Investigation,Administrator
1433829835,Tennessee,Collierville Schools,2022,02,Banned in Libraries and Classrooms,Administrator
1626724016,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
1627791914,Texas,Cypress-Fairbanks Independent School District,2021,12,Banned in Libraries and Classrooms,Administrator
1627791914,Texas,Katy Independent School District,2021,11,Banned in Libraries and Classrooms,Administrator
1627791914,Texas,Lamar Consolidated Independent School District,2021,12,Banned Pending Investigation,Administrator
1627798528,Texas,Katy Independent School District,2021,11,Banned in Libraries and Classrooms,Administrator
1627798501,Texas,Cypress-Fairbanks Independent School District,2022,01,Banned in Libraries and Classrooms,Administrator
1627798501,Texas,Katy Independent School District,2021,11,Banned in Libraries and Classrooms,Administrator
1627798501,Texas,Lamar Consolidated Independent School District,2021,12,Banned Pending Investigation,Administrator
142412147,Wisconsin,School District of Waukesha,2021,12,Banned in Libraries,Administrator
1435249151,Florida,Hernando School District,2021,11,Banned in Libraries and Classrooms,Administrator
1435249151,Florida,Indian River County School District,2021,11,Banned in Libraries,Administrator
1435249151,Florida,Osceola County School District,2022,04,Banned Pending Investigation,Administrator
1435249151,Idaho,Nampa School District,2022,05,Banned in Libraries and Classrooms,Administrator
1435249151,Michigan,Gladwin Community Schools,2022,05,Banned Pending Investigation,Administrator
1435249151,Missouri,Nixa Public Schools,2022,02,Banned in Libraries,Formal Challenge
1435249151,New York,Yorktown Central School District,2022,01,Banned Pending Investigation,Formal Challenge
1435249151,Oklahoma,Bristow Public Schools,2021,10,Banned in Libraries,Administrator
1435249151,Texas,Fredericksburg Independent School District,2022,03,Banned in Libraries and Classrooms,Administrator
1435249151,Texas,Katy Independent School District,2022,04,Banned in Libraries,Administrator
1435249151,Texas,Klein Independent School District,2021,11,Banned Pending Investigation,Administrator
224090984,Pennsylvania,Eastern Lancaster County School District,2021,10,Banned in Libraries and Classrooms,Administrator
385740085,Texas,Granbury Independent School District,2022,01,Banned Pending Investigation,Administrator
1912417189,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
1594634475,Florida,Walton County School District,2022,04,Banned Pending Investigation,Administrator
9781101971062,Florida,Indian River County School District,2021,11,Banned Pending Investigation,Administrator
9781101971062,Georgia,Cherokee County School District,2022,03,Banned Pending Investigation,Formal Challenge
9781101971062,Missouri,Nixa Public Schools,2022,05,Banned in Libraries,Formal Challenge
9781101971062,Texas,Klein Independent School District,2021,12,Banned Pending Investigation,Administrator
763600474,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
763624330,Florida,Polk County Public Schools,2022,01,Banned in Libraries,Administrator
763624330,Florida,Walton County School District,2022,04,Banned Pending Investigation,Administrator
763624330,Idaho,Nampa School District,2022,05,Banned in Libraries and Classrooms,Administrator
763624330,Indiana,Carmel Clay Schools,2021,07,Banned in Libraries and Classrooms,Administrator
763624330,Texas,Birdville Independent School District,2021,10,Banned Pending Investigation,Formal Challenge
763624330,Texas,North East Independent School District,2021,12,Banned in Libraries,Administrator
763624330,Wisconsin,School District of Waukesha,2021,12,Banned in Libraries and Classrooms,Administrator
1524738263,Texas,Granbury Independent School District,2022,01,Banned Pending Investigation,Administrator
1524738263,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
9781984897343,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
9781984897343,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
62427687,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
531071669,Florida,Duval County Public Schools,2022,01,Banned Pending Investigation,Administrator
807563730,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
1433830736,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
152054596,Tennessee,Collierville Schools,2022,02,Banned Pending Investigation,Administrator
152054596,Texas,Granbury Independent School District,2022,01,Banned Pending Investigation,Administrator
1939547377,Pennsylvania,Central York School District,2021,08,Banned in Classrooms,Administrator
1416950052,Michigan,Gladwin Community Schools,2022,05,Banned Pending Investigation,Administrator
1416950052,Texas,Prosper Independent School District,2022,03,Banned in Libraries and Classrooms,Administrator
1481442902,Texas,North East Independent School District,2021,12,Banned Pending Investigation,Administrator
1416983309,Florida,Brevard Public Schools,2022,03,Banned Pending Investigation,Administrator
1416983309,Texas,Prosper Independent School District,2022,03,Banned in Libraries and Classrooms,Administrator
1451626339,Florida,Brevard Public Schools,2022,03,Banned Pending Investigation,Administrator
1451626339,Florida,Indian River County School District,2021,11,Banned in Libraries and Classrooms,Administrator
