1635575583,A Court of Mist and Fury,{Sarah J. Maas},"The seductive and stunning #1 New York Times bestselling sequel to Sarah J. Maas's spellbinding A Court of Thorns and Roses .Feyre has undergone more trials than one human woman can carry in her heart. Though she's now been granted the powers and lifespan of the High Fae, she is haunted by her time Under the Mountain and the terrible deeds she performed to save the lives of Tamlin and his people.As her marriage to Tamlin approaches, Feyre's hollowness and nightmares consume her. She finds herself split into two different one who upholds her bargain with Rhysand, High Lord of the feared Night Court, and one who lives out her life in the Spring Court with Tamlin. While Feyre navigates a dark web of politics, passion, and dazzling power, a greater evil looms. She might just be the key to stopping it, but only if she can harness her harrowing gifts, heal her fractured soul, and decide how she wishes to shape her future-and the future of a world in turmoil.Bestselling author Sarah J. Maas's masterful storytelling brings this second book in her dazzling, sexy, action-packed series to new heights.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1620325671i/50659468.jpg,"{Fantasy Romance,Romantasy,New Adult,Romance,Enemies To Lovers,Fae,Young Adult,Fantasy,Fiction,Audiobook}",2020-06-02,4.64
374312710,All Boys Aren’t Blue,{George M.   Johnson},"In a series of personal essays, prominent journalist and LGBTQIA+ activist George M. Johnson explores his childhood, adolescence, and college years in New Jersey and Virginia. From the memories of getting his teeth kicked out by bullies at age five, to flea marketing with his loving grandmother, to his first sexual relationships, this young-adult memoir weaves together the trials and triumphs faced by Black queer boys.Both a primer for teens eager to be allies as well as a reassuring testimony for young queer men of color, All Boys Aren't Blue covers topics such as gender identity, toxic masculinity, brotherhood, family, structural marginalization, consent, and Black joy. Johnson's emotionally frank style of writing will appeal directly to young adults.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1559859817i/44280883.jpg,"{Contemporary,Queer,Nonfiction,Memoir,LGBT,Race,Banned Books,Biography Memoir,Biography,Audiobook}",2020-04-28,4.19
1554987946,A Family Is a Family Is a Family,"{Qin Leng,Sara O'Leary}","When a teacher asks the children in her class to think about what makes their families special, the answers are all different in many ways — but the same in the one way that matters most of all.One child is worried that her family is just too different to explain, but listens as her classmates talk about what makes their families special. One is raised by a grandmother, and another has two dads. One is full of stepsiblings, and another has a new baby.As one by one, her classmates describe who they live with and who loves them — family of every shape, size and every kind of relation — the child realizes that as long as her family is full of caring people, her family is special.A warm and whimsical look at many types of families written by award-winning author Sara O’Leary, A Family is a Family is a Family springs to life with quirky and sweet illustrations by Qin Leng.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1472734074i/28256239.jpg,"{Childrens,Adoption,Realistic Fiction,Picture Books,LGBT,Love,Family,Storytime,Cultural,Fiction}",2016-09-13,4.49
168119628X,A ​Court of Silver Flames,{Sarah J. Maas},"Global phenomenon Sarah J. Maas’s sexy, richly imagined #1 bestselling Court of Thorns and Roses series continues with the journey of Feyre’s fiery sister, Nesta.  Nesta Archeron has always been prickly-proud, swift to anger, and slow to forgive. And ever since being forced into the Cauldron and becoming High Fae against her will, she’s struggled to find a place for herself within the strange, deadly world she inhabits. Worse, she can’t seem to move past the horrors of the war with Hybern and all she lost in it.  The one person who ignites her temper more than any other is Cassian, the battle-scarred warrior whose position in Rhysand and Feyre’s Night Court keeps him constantly in Nesta’s orbit. But her temper isn’t the only thing Cassian ignites. The fire between them is undeniable, and only burns hotter as they are forced into close quarters with each other.  Meanwhile, the treacherous human queens who returned to the Continent during the last war have forged a dangerous new alliance, threatening the fragile peace that has settled over the realms. And the key to halting them might very well rely on Cassian and Nesta facing their haunting pasts.  Against the sweeping backdrop of a world seared by war and plagued with uncertainty, Nesta and Cassian battle monsters from within and without as they search for acceptance—and healing—in each other’s arms.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1734440950i/53138095.jpg,"{Fantasy Romance,Romantasy,New Adult,Romance,Enemies To Lovers,Fae,Adult,Fantasy,Fiction,Audiobook}",2021-02-16,4.46
1451629184,A Stolen Life,{Jaycee Dugard},"On 10 June 1991, eleven-year-old Jaycee Dugard was abducted from a school bus stop within sight of her home in Tahoe, California. It was the last her family and friends saw of her for over eighteen years. On 26 August 2009, Dugard, her daughters, and Phillip Craig Garrido appeared in the office of her kidnapper's parole officer in California. Their unusual behaviour sparked an investigation that led to the positive identification of Jaycee Lee Dugard, living in a tent behind Garrido's home. During her time in captivity, at the age of fourteen and seventeen, she gave birth to two daughters, both fathered by Garrido. Dugard's memoir is written by the 30-year-old herself and covers the period from the time of her abduction in 1991 up until the present. In her stark, utterly honest and unflinching narrative, Jaycee opens up about what she experienced, including how she feels now, a year after being found. Garrido and his wife Nancy have since pleaded guilty to their crimes.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327928284i/11330361.jpg,"{Book Club,Autobiography,Abuse,Nonfiction,Memoir,Crime,Biography Memoir,True Crime,Biography,Audiobook}",2011-07-12,3.96
1635575605,A Court of Wings and Ruin,{Sarah J. Maas},"The epic third novel in the #1 New York Times bestselling Court of Thorns and Roses series by Sarah J. Maas.Feyre has returned to the Spring Court, determined to gather information on Tamlin's actions and learn what she can about the invading king threatening to bring her land to its knees. But to do so she must play a deadly game of deceit. One slip could bring doom not only for Feyre, but for everything-and everyone-she holds dear.As war bears down upon them all, Feyre endeavors to take her place amongst the High Fae of the land, balancing her struggle to master her powers-both magical and political-and her love for her court and family. Amidst these struggles, Feyre and Rhysand must decide whom to trust amongst the cunning and lethal High Lords, and hunt for allies in unexpected places.In this thrilling third book in the #1 New York Times bestselling series from Sarah J. Maas, the fate of Feyre's world is at stake as armies grapple for power over the one thing that could destroy it.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1585623092i/50659472.jpg,"{Fantasy Romance,Romantasy,Magic,New Adult,Romance,Fae,Young Adult,Fantasy,Fiction,Audiobook}",2020-06-02,4.47
1635575621,A Court of Frost and Starlight,{Sarah J. Maas},"Feyre, Rhysand, and their friends are still busy rebuilding the Night Court and the vastly altered world beyond, recovering from the war that changed everything. But Winter Solstice is finally approaching, and with it, the joy of a hard-earned reprieve. Yet even the festive atmosphere can't keep the shadows of the past from looming. As Feyre navigates her first Winter Solstice as High Lady, her concern for those dearest to her deepens. They have more wounds than she anticipated-scars that will have a far-reaching impact on the future of their court. Bridging the events of A Court of Wings and Ruin with the later books in the series, A Court of Frost and Starlight explores the far-reaching effects of a devastating war and the fierce love between friends.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1585622963i/50659471.jpg,"{Fantasy Romance,Romantasy,Magic,New Adult,Romance,Fae,Young Adult,Fantasy,Fiction,Audiobook}",2020-06-02,3.72
385736649,Almost Perfect,{Brian Katcher},"You only hurt the ones you love.Logan Witherspoon recently discovered that his girlfriend of three years cheated on him. But things start to look up when a new student breezes through the halls of his small-town high school. Sage Hendricks befriends Logan at a time when he no longer trusts or believes in people. Sage has been homeschooled for a number of years and her parents have forbidden her to date anyone, but she won't tell Logan why. One day, Logan acts on his growing feelings for Sage. Moments later, he wishes he never had. Sage finally discloses her big secret: she was born a boy. Enraged, frightened, and feeling betrayed, Logan lashes out at Sage and disowns her. But once Logan comes to terms with what happened, he reaches out to Sage in an attempt to understand her situation. But Logan has no idea how rocky the road back to friendship will be.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320431959i/5982474.jpg,"{Contemporary,Teen,Realistic Fiction,Queer,LGBT,Romance,Transgender,Young Adult,Fiction,Banned Books}",2009-10-13,3.85
553381695,A Clash of Kings,{George R.R. Martin},"A comet the color of blood and flame cuts across the sky. Two great leaders—Lord Eddard Stark and Robert Baratheon—who hold sway over an age of enforced peace are dead, victims of royal treachery. Now, from the ancient citadel of Dragonstone to the forbidding shores of Winterfell, chaos reigns. Six factions struggle for control of a divided land and the Iron Throne of the Seven Kingdoms, preparing to stake their claims through tempest, turmoil, and war. It is a tale in which brother plots against brother and the dead rise to walk in the night. Here a princess masquerades as an orphan boy; a knight of the mind prepares a poison for a treacherous sorceress; and wild men descend from the Mountains of the Moon to ravage the countryside. Against a backdrop of incest and fratricide, alchemy and murder, victory may go to the men and women possessed of the coldest steel...and the coldest hearts. For when kings clash, the whole land trembles.Here is the second volume in George R.R. Martin magnificent cycle of novels that includes A Game of Thrones and A Storm of Swords. As a whole, this series comprises a genuine masterpiece of modern fantasy, bringing together the best the genre has to offer. Magic, mystery, intrigue, romance, and adventure fill these pages and transport us to a world unlike any we have ever experienced. Already hailed as a classic, George R.R. Martin stunning series is destined to stand as one of the great achievements of imaginative fiction.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1567840212i/10572.jpg,"{Dragons,Fiction,Adventure,Epic,High Fantasy,Adult,Fantasy,Science Fiction Fantasy,Epic Fantasy,Audiobook}",2002-05-28,4.42
553588486,A Game of Thrones,{George R.R. Martin},"Long ago, in a time forgotten, a preternatural event threw the seasons out of balance. In a land where summers can last decades and winters a lifetime, trouble is brewing. The cold is returning, and in the frozen wastes to the north of Winterfell, sinister forces are massing beyond the kingdom’s protective Wall. To the south, the king’s powers are failing—his most trusted adviser dead under mysterious circumstances and his enemies emerging from the shadows of the throne. At the center of the conflict lie the Starks of Winterfell, a family as harsh and unyielding as the frozen land they were born to. Now Lord Eddard Stark is reluctantly summoned to serve as the king’s new Hand, an appointment that threatens to sunder not only his family but the kingdom itself.Sweeping from a harsh land of cold to a summertime kingdom of epicurean plenty, A Game of Thrones tells a tale of lords and ladies, soldiers and sorcerers, assassins and bastards, who come together in a time of grim omens. Here an enigmatic band of warriors bear swords of no human metal; a tribe of fierce wildlings carry men off into madness; a cruel young dragon prince barters his sister to win back his throne; a child is lost in the twilight between life and death; and a determined woman undertakes a treacherous journey to protect all she holds dear. Amid plots and counter-plots, tragedy and betrayal, victory and terror, allies and enemies, the fate of the Starks hangs perilously in the balance, as each side endeavors to win that deadliest of conflicts: the game of thrones.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1562726234i/13496.jpg,"{Dragons,Fiction,Adventure,High Fantasy,Novels,Adult,Fantasy,Science Fiction Fantasy,Epic Fantasy,Audiobook}",2005-08-01,4.45
